867.3573570267,867.3573570267,867.3573570267,867.3573570267
866.167638612,866.167638612,866.167638612,866.167638612
860.453139608,860.453139608,860.453139608,860.453139608
863.0991867304,863.0991867304,863.0991867304,863.0991867304
866.2470952735,866.2470952735,866.2470952735,866.2470952735
861.335119139,861.335119139,861.335119139,861.335119139
859.2741344855,859.2741344855,859.2741344855,859.2741344855
856.413717395,856.413717395,856.413717395,856.413717395
858.6655674487,858.6655674487,858.6655674487,858.6655674487
861.7579038302,861.7579038302,861.7579038302,861.7579038302
860.9302937409,860.9302937409,860.9302937409,860.9302937409
859.4045355797,859.4045355797,859.4045355797,859.4045355797
855.190902034,855.190902034,855.190902034,855.190902034
852.2147815311,852.2147815311,852.2147815311,852.2147815311
847.5877552759,847.5877552759,847.5877552759,847.5877552759
844.4216345414,844.4216345414,844.4216345414,844.4216345414
845.273304524,845.273304524,845.273304524,845.273304524
846.34042677,846.34042677,846.34042677,846.34042677
842.2177865705,842.2177865705,842.2177865705,842.2177865705
845.3506417671,845.3506417671,845.3506417671,845.3506417671
853.3503005752,853.3503005752,853.3503005752,853.3503005752
848.3062214031,848.3062214031,848.3062214031,848.3062214031
853.511627112,853.511627112,853.511627112,853.511627112
849.2436076711,849.2436076711,849.2436076711,849.2436076711
841.230381498,841.230381498,841.230381498,841.230381498
846.5346813714,846.5346813714,846.5346813714,846.5346813714
845.2572810875,845.2572810875,845.2572810875,845.2572810875
843.4923694199,843.4923694199,843.4923694199,843.4923694199
848.2040695611,848.2040695611,848.2040695611,848.2040695611
848.6608848717,848.6608848717,848.6608848717,848.6608848717
836.1648752265,836.1648752265,836.1648752265,836.1648752265
841.9376081786,841.9376081786,841.9376081786,841.9376081786
862.8222030664,862.8222030664,862.8222030664,862.8222030664
858.5243589256,858.5243589256,858.5243589256,858.5243589256
848.6610966791,848.6610966791,848.6610966791,848.6610966791
851.2735948416,851.2735948416,851.2735948416,851.2735948416
853.2714569428,853.2714569428,853.2714569428,853.2714569428
852.7034340051,852.7034340051,852.7034340051,852.7034340051
852.4843996094,852.4843996094,852.4843996094,852.4843996094
854.3046250889,854.3046250889,854.3046250889,854.3046250889
848.6577163725,848.6577163725,848.6577163725,848.6577163725
835.9837238383,835.9837238383,835.9837238383,835.9837238383
840.2101114131,840.2101114131,840.2101114131,840.2101114131
854.1606077243,854.1606077243,854.1606077243,854.1606077243
845.7606109969,845.7606109969,845.7606109969,845.7606109969
838.7253568244,838.7253568244,838.7253568244,838.7253568244
848.9735413509,848.9735413509,848.9735413509,848.9735413509
850.7289695651,850.7289695651,850.7289695651,850.7289695651
847.7647684008,847.7647684008,847.7647684008,847.7647684008
855.5016434452,855.5016434452,855.5016434452,855.5016434452
848.4566116769,848.4566116769,848.4566116769,848.4566116769
850.5722597876,850.5722597876,850.5722597876,850.5722597876
857.8685196654,857.8685196654,857.8685196654,857.8685196654
850.4917307449,850.4917307449,850.4917307449,850.4917307449
848.5755303964,848.5755303964,848.5755303964,848.5755303964
851.4616529716,851.4616529716,851.4616529716,851.4616529716
847.2849609126,847.2849609126,847.2849609126,847.2849609126
847.1385493215,847.1385493215,847.1385493215,847.1385493215
851.5322485416,851.5322485416,851.5322485416,851.5322485416
848.0879420106,848.0879420106,848.0879420106,848.0879420106
842.7291273332,842.7291273332,842.7291273332,842.7291273332
848.9364368911,848.9364368911,848.9364368911,848.9364368911
849.0132094988,849.0132094988,849.0132094988,849.0132094988
846.1541644338,846.1541644338,846.1541644338,846.1541644338
842.7219459736,842.7219459736,842.7219459736,842.7219459736
841.970400614,841.970400614,841.970400614,841.970400614
846.1383587233,846.1383587233,846.1383587233,846.1383587233
851.7519147966,851.7519147966,851.7519147966,851.7519147966
