849.6590922788,848.3168686788,847.0606297974,858.2334387907
845.1800572444,847.8608352112,849.5590776991,858.5255114847
851.4127374359,847.8243407472,849.8158808595,857.1892125457
862.6233874457,849.6139028272,848.2722772369,854.3296643133
857.430867081,847.9835443137,846.3309005516,851.8528922959
852.1330394691,847.7666562413,849.0414477773,854.7538751675
859.0901130212,849.9521285114,853.039737207,862.6375604236
857.529639756,849.564557886,854.2696242548,864.0478779468
854.3271902344,850.0285451509,849.7191363975,861.8454665273
857.3325190057,848.5482974628,849.4135574778,859.3971649199
854.3211399578,845.7230843074,848.5417369286,854.2018301322
853.9515446965,845.2112755316,851.2662550551,855.9231189355
852.6619895349,844.2366052662,852.7237482397,851.2088427141
850.982968637,844.9971961318,850.7630497995,842.3946644451
854.448338147,848.1029652026,851.4197276375,847.4518158999
854.201035411,849.8318787614,849.0697704645,851.3578482915
850.5001358788,849.0365234131,847.9775353519,850.1689025306
857.0263733283,849.1211583424,852.4275096253,852.1791769924
858.6174706372,848.5623909903,852.4829088087,850.2055930384
858.1953847685,847.3820281759,848.3425374863,846.8200645523
861.2783475587,845.9976386329,849.5499693419,848.8745090273
857.4705698394,843.9468815872,850.7155839394,849.4989823736
856.318056833,845.4834743689,851.0375035143,851.2130650661
854.6518533668,843.7015409513,850.5279689135,852.6149601308
851.4298356883,843.9392709243,849.3709384502,848.7279486553
851.7891769175,847.3205270889,848.6970608674,849.9864376288
854.2036040163,846.098531122,847.458100964,854.438295822
858.4392107268,847.2840864613,850.8525047099,851.6151094661
858.6243378301,848.3150137273,852.9943759736,853.3730852494
860.9651062343,846.0520641839,851.0414669194,860.7380894777
860.5364141105,847.7048140096,851.9302911387,864.0018864324
849.5207386915,846.8986915625,850.7168886808,860.6095272135
845.8843354018,846.0526645086,849.4624235213,853.8266310148
849.4605652992,846.1583394754,851.7074933536,851.1255590784
851.082412751,847.6881352973,849.7003481271,850.3993475556
851.837261915,846.5268321989,847.8183929288,855.2003044294
853.3199470506,846.7777467908,848.9469373827,860.0379924704
852.4681517451,849.2718520632,851.2182348097,857.715272266
851.2154832481,848.7889791135,849.8563221357,858.4610713862
856.0979941864,847.7199616484,849.5875286153,862.6683976142
860.3276541157,846.9456144606,849.8068402972,856.1553806807
859.7073176986,850.7921944613,846.2095020325,851.4567327309
857.0489478859,850.5532223806,849.0952292902,858.6633103229
853.186528198,847.5023862398,852.2440551637,853.2657667111
854.0134686956,850.2247882538,850.3915682271,848.6070397846
854.0393785175,847.0257520881,852.5927434818,854.1582077548
851.8166501132,845.1443773927,852.8682409975,850.7903214284
843.7170595244,849.0210711328,857.7719159795,836.7521697906
835.633969045,848.7593961896,857.4478295388,833.5611651682
826.7675960935,847.4069316869,855.9883812869,828.2450294207
818.3362389328,846.8789874439,862.7154633331,816.481571316
810.6533756108,845.4356437461,851.5497534097,807.7474630661
795.9905983324,846.6452348065,847.5347399268,797.7272984432
792.5011388276,847.3227138817,857.202737426,797.16604949
780.9169441642,843.9732877837,855.9147977763,785.6413723583
762.5592713395,844.4971976579,854.0541903048,760.7294325458
759.3696426602,844.5856587747,860.7863680798,749.0411105285
741.4364457642,843.5291004732,857.8019303952,730.580946961
720.4795190719,845.626651359,847.6676398955,713.6512799184
712.6241406226,843.4138519693,848.5804556453,711.1178270128
704.5622714394,838.9606483079,855.2693415067,706.6335786514
697.8614545566,838.4256430338,857.2816121041,699.734137167
704.0351448128,837.7700547861,858.8811568877,698.4447153798
716.7632642221,836.4004215277,860.8082264136,705.5553511242
724.3225540654,837.5326921785,862.961211916,713.4107316186
730.1736080324,838.2060865961,861.4043841187,726.0588939037
731.9976703097,838.3430809915,859.6440703916,742.5265009119
738.2451879521,837.4577153006,858.9846714187,751.006340722
759.8358198787,839.1858260337,858.7696114001,768.1082618126
780.2748951966,838.2299129777,854.9259088716,781.1973202043
799.8835770363,836.585413575,853.571379804,791.2816339769
818.1744228013,839.4080829777,859.3930804768,813.0078651032
827.292753231,840.9321028579,857.2784681453,830.1380549055
837.5994798848,837.5266513926,852.0877032808,842.7907091859
850.9717123477,836.7589716857,850.8090728068,852.6061990921
858.8522515142,836.4120826712,849.2853572555,860.2054848391
866.6572176689,837.5396739674,843.0250478027,868.9093431728
875.8121693801,839.2430139796,841.2792934382,873.0874089502
882.7442318847,841.7791428775,841.0741946055,879.8132840984
887.8185242444,843.2618156268,842.2769587519,889.9119162428
891.8360147996,844.0741575115,843.4789435887,888.7536356356
893.3255823869,845.0903512877,840.4275635183,891.6422971443
890.8580648382,846.3933953702,838.2418555015,899.9768694632
896.8987761774,847.979342334,838.5568216453,902.9855660557
905.3683396864,847.1016516143,836.6357951041,901.4927404545
904.2434106905,849.0876918542,837.5836223448,901.5292527215
900.0187631407,848.6941578678,839.8329374449,902.3052566007
905.6727537824,847.4776357164,839.5220132358,894.7611446636
905.0491761053,847.3292966743,836.8837239476,891.2979282868
897.3737312168,845.5583778587,836.9329359884,895.1021114902
897.5044876345,848.660784201,838.5447731135,897.2426337707
899.0582278066,851.3853953507,838.8277941657,893.7701423102
896.4720495317,855.2236400659,837.3000177899,894.5124903076
898.9224230245,857.9706485973,838.2855254015,893.2806103376
897.799765735,857.3233811517,840.3650702514,887.3984193847
888.8689493202,856.9400310064,840.627934907,885.672728626
887.4618171959,854.2579072574,838.1704748551,885.9520568931
885.0098617373,852.9808755589,837.2461835893,879.6706858263
883.4489505474,853.4910086376,837.5509255586,872.2996497191
886.4986815594,854.2015832493,833.0491280987,873.3981230098
883.5627778193,854.1117874732,832.0978659479,874.1586903513
884.0721774099,852.9912551567,832.9461627863,870.7007753444
887.0602649312,852.2098988796,833.2115830671,871.6160944987
883.7545974386,851.8907457641,836.3738361713,869.0113517341
876.8104998242,849.7540384182,835.8433605514,868.7256827892
867.0908734261,847.9188161607,836.2362351173,871.3566249552
861.4055680916,848.2207166295,838.6394070738,871.6105119217
865.3262791638,849.0750993118,835.0246077096,872.5685993707
870.466164367,850.7586534709,831.5827158179,870.208742769
870.3112835531,851.709001069,835.7454135114,869.8546865297
866.1474642391,850.9554634124,835.9634897292,873.9580295409
867.6409464944,847.0565797336,835.1751397799,873.338662213
873.1127550542,848.883622275,841.3195642643,868.6800604749
871.1110602784,851.771100049,843.4804428526,868.4390892375
872.585643757,851.4861210079,841.9537312473,872.6437619181
874.167582825,851.2496450269,840.902223134,870.1203221568
866.104277607,845.9456300236,840.7847838596,869.5791043614
864.0320778638,843.6311222474,841.3819697412,867.5638735637
869.6907786945,846.5130650866,839.6513314958,859.6891432432
872.5139392928,849.7918968531,839.7037627901,863.2015759682
872.2531034139,850.9469881554,841.6340084633,866.4336428853
875.9978076283,849.5229757383,841.5841089614,862.9120358465
875.8317853745,848.6878883506,840.1108879808,858.3152799179
873.1143319025,848.8239953132,841.3884293731,857.6965968675
869.8731411091,847.8964259269,842.5797545496,858.9256119479
865.9997212335,848.8709801836,843.1360570878,861.9146909064
862.8131803998,848.8679091682,845.0850098914,867.572991021
864.1788052993,845.4824551863,844.1279096323,867.455802189
863.7426509191,844.6410080132,844.0750923216,863.819202523
865.284300259,849.3155860228,844.143635324,867.5856410891
868.1211487892,852.5726478063,847.2736708779,872.6013939425
864.4446425371,851.0488482749,849.451207415,869.7796571094
862.6017468704,849.502914633,847.9043615392,863.2517314405
